time_s,mean_thrust_N,fitted_thrust_N,std_thrust_N,ci95_lower_N,ci95_upper_N
1.066,4519.712212347477,4495.068025971995,82.78345308710847,4319.712212347477,4719.712212347477
1.068,4519.712212347477,4495.14459500933,82.49807089537634,4319.712212347477,4719.712212347477
1.07,4519.712212347477,4495.221070325048,82.13511333623795,4319.712212347477,4719.712212347477
1.072,4519.712212347477,4495.297451965132,81.7810989180359,4319.712212347477,4719.712212347477
1.074,4519.712212347477,4495.373739975567,81.5135802765493,4319.712212347477,4719.712212347477
1.076,4519.712212347477,4495.4499344023425,81.40296418012164,4319.712212347477,4719.712212347477
1.078,4519.712212347477,4495.526035291442,81.51441491595394,4319.712212347477,4719.712212347477
1.08,4519.712212347477,4495.602042688852,81.90271969448284,4319.712212347477,4719.712212347477
1.082,4519.712212347477,4495.6779566405585,82.59349148283768,4319.712212347477,4719.712212347477
1.084,4519.712212347477,4495.753777192547,83.56613368836815,4319.712212347477,4719.712212347477
1.086,4519.712212347477,4495.829504390805,84.74120346741658,4319.712212347477,4719.712212347477
1.088,4519.712212347477,4495.905138281316,85.9841549882395,4319.712212347477,4719.712212347477
1.09,4519.712212347477,4495.9806789100685,87.1397223644285,4319.712212347477,4719.712212347477
1.092,4519.712212347477,4496.056126323047,88.07547472093633,4319.712212347477,4719.712212347477
1.094,4519.712212347477,4496.131480566237,88.72101664012057,4319.712212347477,4719.712212347477
1.096,4519.712212347477,4496.206741685625,89.09307745604086,4319.712212347477,4719.712212347477
1.098,4519.712212347477,4496.281909727198,89.28178259885772,4319.712212347477,4719.712212347477
1.1,4519.712212347477,4496.35698473694,89.41416325701012,4319.712212347477,4719.712212347477
1.102,4519.712212347477,4496.431966760839,89.59838312611599,4319.712212347477,4719.712212347477
1.104,4519.712212347477,4496.506855844879,89.87154893688175,4319.712212347477,4719.712212347477
1.106,4519.712212347477,4496.581652035048,90.18217811633428,4319.712212347477,4719.712212347477
1.108,4519.712212347477,4496.65635537733,90.37822865246157,4319.712212347477,4719.712212347477
1.11,4519.712212347477,4496.730965917713,90.23534739222475,4319.712212347477,4719.712212347477
1.112,4519.712212347477,4496.805483702181,89.49271458632269,4319.712212347477,4719.712212347477
1.114,4519.712212347477,4496.87990877672,87.9922063170463,4319.712212347477,4719.712212347477
1.116,4519.712212347477,4496.954241187317,85.50349464664856,4319.712212347477,4719.712212347477
1.118,4519.712212347477,4497.028480979959,82.0469280990606,4319.712212347477,4719.712212347477
1.12,4519.712212347477,4497.102628200629,77.62538521208373,4319.712212347477,4719.712212347477
1.122,4519.712212347477,4497.176682895315,72.52311925684647,4319.712212347477,4719.712212347477
1.124,4519.712212347477,4497.250645110003,67.0212195486348,4319.712212347477,4719.712212347477
1.1260000000000001,4519.712212347477,4497.324514890677,61.52302722745527,4319.712212347477,4719.712212347477
1.1280000000000001,4519.712212347477,4497.398292283326,56.47585253508612,4319.712212347477,4719.712212347477
1.1300000000000001,4519.712212347477,4497.471977333933,52.308694922424536,4319.712212347477,4719.712212347477
1.1320000000000001,4519.712212347477,4497.545570088486,49.380085224314676,4319.712212347477,4719.712212347477
1.1340000000000001,4519.712212347477,4497.61907059297,47.91615687328691,4319.712212347477,4719.712212347477
1.1360000000000001,4519.712212347477,4497.692478893372,47.97537949831653,4319.712212347477,4719.712212347477
1.1380000000000001,4519.712212347477,4497.765795035676,49.461664209786726,4319.712212347477,4719.712212347477
1.1400000000000001,4519.712212347477,4497.83901906587,52.141428521076534,4319.712212347477,4719.712212347477
1.1420000000000001,4519.712212347477,4497.912151029938,55.6883455583499,4319.712212347477,4719.712212347477
1.1440000000000001,4519.712212347477,4497.985190973868,59.731488651245975,4319.712212347477,4719.712212347477
1.1460000000000001,4519.712212347477,4498.058138943645,63.890313295309106,4319.712212347477,4719.712212347477
1.1480000000000001,4519.712212347477,4498.130994985254,67.80972837935603,4319.712212347477,4719.712212347477
1.1500000000000001,4519.712212347477,4498.203759144682,71.17648303573253,4319.712212347477,4719.712212347477
1.1520000000000001,4519.712212347477,4498.276431467915,73.75381946258155,4319.712212347477,4719.712212347477
1.154,4519.712212347477,4498.349012000939,75.4201105630178,4319.712212347477,4719.712212347477
1.156,4519.712212347477,4498.42150078974,76.18917151143023,4319.712212347477,4719.712212347477
1.158,4519.712212347477,4498.493897880303,76.22522380898653,4319.712212347477,4719.712212347477
1.16,4519.712212347477,4498.566203318615,75.81695914633364,4319.712212347477,4719.712212347477
1.162,4519.712212347477,4498.638417150662,75.3079821414133,4319.712212347477,4719.712212347477
1.164,4519.712212347477,4498.710539422428,75.02004344800592,4319.712212347477,4719.712212347477
1.166,4519.712212347477,4498.782570179902,75.1752511334382,4319.712212347477,4719.712212347477
1.168,4519.712212347477,4498.854509469068,75.84621263349528,4319.712212347477,4719.712212347477
1.17,4519.712212347477,4498.926357335912,76.95355099790248,4319.712212347477,4719.712212347477
1.172,4519.712212347477,4498.99811382642,78.298122592046,4319.712212347477,4719.712212347477
1.174,4519.712212347477,4499.069778986579,79.62754033356144,4319.712212347477,4719.712212347477
1.176,4519.712212347477,4499.141352862374,80.69587795994244,4319.712212347477,4719.712212347477
1.178,4519.712212347477,4499.212835499791,81.29993236348251,4319.712212347477,4719.712212347477
1.18,4519.712212347477,4499.2842269448165,81.30955440891867,4319.712212347477,4719.712212347477
1.182,4519.712212347477,4499.355527243436,80.6538049798986,4319.712212347477,4719.712212347477
1.184,4519.712212347477,4499.4267364416355,79.30552718910384,4319.712212347477,4719.712212347477
1.186,4519.712212347477,4499.497854585401,77.29090202222059,4319.712212347477,4719.712212347477
1.188,4519.712212347477,4499.568881720718,74.68774739590613,4319.712212347477,4719.712212347477
1.19,4519.712212347477,4499.639817893574,71.64628826331086,4319.712212347477,4719.712212347477
1.192,4519.712212347477,4499.710663149953,68.39495542108956,4319.712212347477,4719.712212347477
1.194,4519.712212347477,4499.781417535842,65.22555110918846,4319.712212347477,4719.712212347477
1.196,4519.712212347477,4499.852081097227,62.46278942775408,4319.712212347477,4719.712212347477
1.198,4519.712212347477,4499.922653880093,60.39362302578246,4319.712212347477,4719.712212347477
1.2,4519.712212347477,4499.993135930427,59.220319128384055,4319.712212347477,4719.712212347477
1.202,4519.712212347477,4500.0635272942145,59.024713945789856,4319.712212347477,4719.712212347477
1.204,4519.712212347477,4500.133828017442,59.73697825458807,4319.712212347477,4719.712212347477
1.206,4519.712212347477,4500.204038146095,61.15953283512803,4319.712212347477,4719.712212347477
1.208,4519.712212347477,4500.274157726159,63.00116519501096,4319.712212347477,4719.712212347477
1.21,4519.712212347477,4500.344186803621,64.92395772933168,4319.712212347477,4719.712212347477
1.212,4519.712212347477,4500.414125424466,66.19092471356717,4319.712212347477,4719.712212347477
1.214,4519.712212347477,4500.48397363468,67.42410437826402,4319.712212347477,4719.712212347477
1.216,4519.712212347477,4500.55373148025,68.03615405873454,4319.712212347477,4719.712212347477
1.218,4519.712212347477,4500.6233990071605,68.03962555723335,4319.712212347477,4719.712212347477
1.22,4519.712212347477,4500.692976261398,67.60058646835925,4319.712212347477,4719.712212347477
1.222,4519.712212347477,4500.762463288949,67.02433817952178,4319.712212347477,4719.712212347477
1.224,4519.712212347477,4500.8318601358,66.69263150024362,4319.712212347477,4719.712212347477
1.226,4519.712212347477,4500.901166847935,66.97838297145353,4319.712212347477,4719.712212347477
1.228,4519.712212347477,4500.970383471341,68.16597136737634,4319.712212347477,4719.712212347477
1.23,4519.712212347477,4501.0395100520045,70.37591559090383,4319.712212347477,4719.712212347477
1.232,4519.712212347477,4501.10854663591,73.53702849679829,4319.712212347477,4719.712212347477
1.234,4519.712212347477,4501.177493269045,77.4132205199154,4319.712212347477,4719.712212347477
1.236,4519.712212347477,4501.246349997395,81.65766360274756,4319.712212347477,4719.712212347477
1.238,4519.712212347477,4501.315116866946,85.88914689211313,4319.712212347477,4719.712212347477
1.24,4519.712212347477,4501.383793923683,89.75416863161075,4319.712212347477,4719.712212347477
1.242,4519.712212347477,4501.452381213592,92.96617044772793,4319.712212347477,4719.712212347477
1.244,4519.712212347477,4501.5208787826605,95.31973452258119,4319.712212347477,4719.712212347477
1.246,4519.712212347477,4501.589286676874,96.68183665769581,4319.712212347477,4719.712212347477
1.248,4519.712212347477,4501.657604942217,96.98753629842498,4319.712212347477,4719.712212347477
1.25,4519.712212347477,4501.725833624677,96.24435266780075,4319.712212347477,4719.712212347477
1.252,4519.712212347477,4501.79397277024,94.53127034174327,4319.712212347477,4719.712212347477
1.254,4519.712212347477,4501.86202242489,92.01288527618703,4319.712212347477,4719.712212347477
1.256,4519.712212347477,4501.929982634615,88.94159703805954,4319.712212347477,4719.712212347477
1.258,4519.712212347477,4501.9978534454,85.63219309556212,4319.712212347477,4719.712212347477
1.26,4519.712212347477,4502.0656349032315,82.43358995219252,4319.712212347477,4719.712212347477
1.262,4519.712212347477,4502.133327054095,79.67939099229085,4319.712212347477,4719.712212347477
1.264,4519.712212347477,4502.200929943977,77.63486312000278,4319.712212347477,4719.712212347477
1.266,4519.712212347477,4502.268443618863,76.45587626475593,4319.712212347477,4719.712212347477
1.268,4519.712212347477,4502.335868124739,76.16469631528918,4319.712212347477,4719.712212347477
1.27,4519.712212347477,4502.403203507591,76.65488552064879,4319.712212347477,4719.712212347477
1.272,4519.712212347477,4502.470449813404,77.71780270147401,4319.712212347477,4719.712212347477
1.274,4519.712212347477,4502.537607088166,79.07995190102632,4319.712212347477,4719.712212347477
1.276,4519.712212347477,4502.604675377862,80.45112800730817,4319.712212347477,4719.712212347477
1.278,4519.712212347477,4502.671654728477,81.55960794836503,4319.712212347477,4719.712212347477
1.28,4519.712212347477,4502.738545185998,82.17701656306862,4319.712212347477,4719.712212347477
1.282,4519.712212347477,4502.805346796411,82.15339440728378,4319.712212347477,4719.712212347477
1.284,4519.712212347477,4502.872059605701,81.42394074043742,4319.712212347477,4719.712212347477
1.286,4519.712212347477,4502.938683659855,80.01231642215436,4319.712212347477,4719.712212347477
1.288,4519.712212347477,4503.005219004858,78.03919972869248,4319.712212347477,4719.712212347477
1.29,4519.712212347477,4503.071665686698,75.66997942266309,4319.712212347477,4719.712212347477
1.292,4519.712212347477,4503.138023751358,73.14825357756318,4319.712212347477,4719.712212347477
1.294,4519.712212347477,4503.204293244826,70.69338432358676,4319.712212347477,4719.712212347477
1.296,4519.712212347477,4503.270474213087,68.5384975721587,4319.712212347477,4719.712212347477
1.298,4519.712212347477,4503.336566702128,66.88859285941567,4319.712212347477,4719.712212347477
1.3,4519.712212347477,4503.402570757934,65.9246502052319,4319.712212347477,4719.712212347477
1.302,4519.712212347477,4503.468486426491,65.80976127950977,4319.712212347477,4719.712212347477
1.304,4519.712212347477,4503.534313753785,66.6699567602718,4319.712212347477,4719.712212347477
1.306,4519.712212347477,4503.600052785802,68.56706976272218,4319.712212347477,4719.712212347477
1.308,4519.712212347477,4503.665703568528,71.47779278569395,4319.712212347477,4719.712212347477
1.31,4519.712212347477,4503.73126614795,75.2626457564083,4319.712212347477,4719.712212347477
1.312,4519.712212347477,4503.796740570053,79.66760193667967,4319.712212347477,4719.712212347477
1.314,4519.712212347477,4503.862126880822,84.35779659989656,4319.712212347477,4719.712212347477
1.316,4519.712212347477,4503.927425126244,88.97166388554034,4319.712212347477,4719.712212347477
1.318,4519.712212347477,4503.992635352305,93.19197808256092,4319.712212347477,4719.712212347477
1.32,4519.712212347477,4504.057757604991,96.78395757746165,4319.712212347477,4719.712212347477
1.322,4519.712212347477,4504.122791930287,99.61949789332586,4319.712212347477,4719.712212347477
1.324,4519.712212347477,4504.18773837418,101.68030451880885,4319.712212347477,4719.712212347477
1.326,4519.712212347477,4504.2525969826565,103.0214073219622,4319.712212347477,4719.712212347477
1.328,4519.712212347477,4504.317367801701,103.74838623794629,4319.712212347477,4719.712212347477
1.33,4519.712212347477,4504.3820508773,103.99420286446556,4319.712212347477,4719.712212347477
1.332,4519.712212347477,4504.446646255439,103.90060141145803,4319.712212347477,4719.712212347477
1.334,4519.712212347477,4504.5111539821055,103.61535956862934,4319.712212347477,4719.712212347477
1.336,4519.712212347477,4504.5755741032835,103.28539217564936,4319.712212347477,4719.712212347477
1.338,4519.712212347477,4504.63990666496,103.05600742850498,4319.712212347477,4719.712212347477
1.34,4519.712212347477,4504.704151713122,103.06210638035434,4319.712212347477,4719.712212347477
1.342,4519.712212347477,4504.768309293753,103.41359567934434,4319.712212347477,4719.712212347477
1.344,4519.712212347477,4504.8323794528405,104.1871407133255,4319.712212347477,4719.712212347477
1.346,4519.712212347477,4504.89636223637,105.41063411933708,4319.712212347477,4719.712212347477
1.348,4519.712212347477,4504.960257690328,107.05482314517185,4319.712212347477,4719.712212347477
1.35,4519.712212347477,4505.0240658607,109.03430075471587,4319.712212347477,4719.712212347477
1.352,4519.712212347477,4505.087786793471,111.21535502073601,4319.712212347477,4719.712212347477
1.354,4519.712212347477,4505.151420534629,113.43411195305539,4319.712212347477,4719.712212347477
1.356,4519.712212347477,4505.214967130159,115.51496575586671,4319.712212347477,4719.712212347477
1.358,4519.712212347477,4505.278426626047,117.29083105379725,4319.712212347477,4719.712212347477
1.36,4519.712212347477,4505.341799068278,118.61555535131853,4319.712212347477,4719.712212347477
1.362,4519.712212347477,4505.40508450284,119.3738052288968,4319.712212347477,4719.712212347477
1.364,4519.712212347477,4505.468282975717,119.48656715016192,4319.712212347477,4719.712212347477
1.366,4519.712212347477,4505.531394532895,118.91414048735905,4319.712212347477,4719.712212347477
1.368,4519.712212347477,4505.5944192203615,117.66707613524528,4319.712212347477,4719.712212347477
1.37,4519.712212347477,4505.657357084101,115.81258999479482,4319.712212347477,4719.712212347477
1.372,4519.712212347477,4505.720208170101,113.47873966315397,4319.712212347477,4719.712212347477
1.374,4519.712212347477,4505.7829725243455,110.85590439881338,4319.712212347477,4719.712212347477
1.3760000000000001,4519.712212347477,4505.845650192821,108.18543264054259,4319.712212347477,4719.712212347477
1.3780000000000001,4519.712212347477,4505.908241221516,105.74006247179157,4319.712212347477,4719.712212347477
1.3800000000000001,4519.712212347477,4505.970745656413,103.78902061244374,4319.712212347477,4719.712212347477
1.3820000000000001,4519.712212347477,4506.033163543499,102.55451919397616,4319.712212347477,4719.712212347477
1.3840000000000001,4519.712212347477,4506.095494928761,102.17147620765942,4319.712212347477,4719.712212347477
1.3860000000000001,4519.712212347477,4506.157739858183,102.65322461978097,4319.712212347477,4719.712212347477
1.3880000000000001,4519.712212347477,4506.219898377753,103.89005463825566,4319.712212347477,4719.712212347477
1.3900000000000001,4519.712212347477,4506.281970533457,105.67294198675634,4319.712212347477,4719.712212347477
1.3920000000000001,4519.712212347477,4506.343956371278,107.74158154292479,4319.712212347477,4719.712212347477
1.3940000000000001,4519.712212347477,4506.405855937206,109.84078825348736,4319.712212347477,4719.712212347477
1.3960000000000001,4519.712212347477,4506.467669277224,111.7628540807073,4319.712212347477,4719.712212347477
1.3980000000000001,4519.712212347477,4506.529396437319,113.37983312570364,4319.712212347477,4719.712212347477
1.4000000000000001,4519.712212347477,4506.591037463477,114.64429101626897,4319.712212347477,4719.712212347477
1.4020000000000001,4519.712212347477,4506.652592401683,115.57355166883683,4319.712212347477,4719.712212347477
1.4040000000000001,4519.712212347477,4506.714061297926,116.22436088030871,4319.712212347477,4719.712212347477
1.4060000000000001,4519.712212347477,4506.775444198188,116.66257484019131,4319.712212347477,4719.712212347477
1.408,4519.712212347477,4506.836741148456,116.94207656244143,4319.712212347477,4719.712212347477
1.41,4519.712212347477,4506.897952194718,117.09488051723682,4319.712212347477,4719.712212347477
1.412,4519.712212347477,4506.959077382958,117.13910330600812,4319.712212347477,4719.712212347477
1.414,4519.712212347477,4507.020116759163,117.09960963026373,4319.712212347477,4719.712212347477
1.416,4519.712212347477,4507.081070369318,117.0265260381286,4319.712212347477,4719.712212347477
1.418,4519.712212347477,4507.1419382594095,117.00655047004877,4319.712212347477,4719.712212347477
1.42,4519.712212347477,4507.202720475423,117.15743102660169,4319.712212347477,4719.712212347477
1.422,4519.712212347477,4507.2634170633455,117.60189331214563,4319.712212347477,4719.712212347477
1.424,4519.712212347477,4507.3240280691625,118.43453822563616,4319.712212347477,4719.712212347477
1.426,4519.712212347477,4507.384553538859,119.69086256319895,4319.712212347477,4719.712212347477
1.428,4519.712212347477,4507.444993518422,121.32904387740551,4319.712212347477,4719.712212347477
1.43,4519.712212347477,4507.505348053837,123.2316380977384,4319.712212347477,4719.712212347477
1.432,4519.712212347477,4507.565617191091,125.22870603141078,4319.712212347477,4719.712212347477
1.434,4519.712212347477,4507.625800976169,127.12530725114553,4319.712212347477,4719.712212347477
1.436,4519.712212347477,4507.685899455056,128.7332681677986,4319.712212347477,4719.712212347477
1.438,4519.712212347477,4507.745912673739,129.90032877767337,4319.712212347477,4719.712212347477
1.44,4519.712212347477,4507.805840678205,130.51578530610954,4319.712212347477,4719.712212347477
1.442,4519.712212347477,4507.8656835144375,130.51845145976134,4319.712212347477,4719.712212347477
1.444,4519.712212347477,4507.9254412284245,129.90099102042944,4319.712212347477,4719.712212347477
1.446,4519.712212347477,4507.985113866152,128.71092229757795,4319.712212347477,4719.712212347477
1.448,4519.712212347477,4508.044701473604,127.06041079812404,4319.712212347477,4719.712212347477
1.45,4519.712212347477,4508.104204096768,125.12057871549311,4319.712212347477,4719.712212347477
1.452,4519.712212347477,4508.163621781629,123.11180443748655,4319.712212347477,4719.712212347477
1.454,4519.712212347477,4508.222954574175,121.26897654060087,4319.712212347477,4719.712212347477
1.456,4519.712212347477,4508.28220252039,119.78517669446568,4319.712212347477,4719.712212347477
1.458,4519.712212347477,4508.34136566626,118.77241204588861,4319.712212347477,4719.712212347477
1.46,4519.712212347477,4508.400444057772,118.22248263153948,4319.712212347477,4719.712212347477
1.462,4519.712212347477,4508.459437740911,117.99623304321496,4319.712212347477,4719.712212347477
1.464,4519.712212347477,4508.518346761663,117.85933739728851,4319.712212347477,4719.712212347477
1.466,4519.712212347477,4508.577171166015,117.52981433955209,4319.712212347477,4719.712212347477
1.468,4519.712212347477,4508.635910999952,116.74097080725112,4319.712212347477,4719.712212347477
1.47,4519.712212347477,4508.69456630946,115.28808956376696,4319.712212347477,4719.712212347477
1.472,4519.712212347477,4508.753137140526,113.10254346701356,4319.712212347477,4719.712212347477
1.474,4519.712212347477,4508.811623539134,110.18846045542685,4319.712212347477,4719.712212347477
1.476,4519.712212347477,4508.870025551271,106.72101783836402,4319.712212347477,4719.712212347477
1.478,4519.712212347477,4508.928343222924,102.93445083944172,4319.712212347477,4719.712212347477
1.48,4519.712212347477,4508.986576600078,99.158218575593,4319.712212347477,4719.712212347477
1.482,4519.712212347477,4509.044725728718,95.75885603929329,4319.712212347477,4719.712212347477
1.484,4519.712212347477,4509.102790654832,93.11550038682375,4319.712212347477,4719.712212347477
1.486,4519.712212347477,4509.160771424404,91.57724738668398,4319.712212347477,4719.712212347477
1.488,4519.712212347477,4509.21866808342,91.41577789024761,4319.712212347477,4719.712212347477
1.49,4519.712212347477,4509.276480677868,92.78685609957788,4319.712212347477,4719.712212347477
1.492,4519.712212347477,4509.334209253731,95.69438305291636,4319.712212347477,4719.712212347477
1.494,4519.712212347477,4509.391853856999,99.9968227478893,4319.712212347477,4719.712212347477
1.496,4519.712212347477,4509.449414533654,105.41600095468014,4319.712212347477,4719.712212347477
1.498,4519.712212347477,4509.506891329684,111.56655644029914,4319.712212347477,4719.712212347477
1.5,4519.712212347477,4509.564284291075,118.02020128387394,4319.712212347477,4719.712212347477
1.502,4519.712212347477,4509.621593463811,124.33600143862401,4319.712212347477,4719.712212347477
1.504,4519.712212347477,4509.67881889388,130.09914331157285,4319.712212347477,4719.712212347477
1.506,4519.712212347477,4509.735960627268,134.96567938156977,4319.712212347477,4719.712212347477
1.508,4519.712212347477,4509.79301870996,138.68033544678087,4319.712212347477,4719.712212347477
1.51,4519.712212347477,4509.849993187941,141.1076564357686,4319.712212347477,4719.712212347477
1.512,4519.712212347477,4509.9068841072,142.2396577513852,4319.712212347477,4719.712212347477
1.514,4519.712212347477,4509.96369151372,142.19692792088762,4319.712212347477,4719.712212347477
1.516,4519.712212347477,4510.020415453489,141.2130683073381,4319.712212347477,4719.712212347477
1.518,4519.712212347477,4510.0770559724915,139.58093897508073,4319.712212347477,4719.712212347477
1.52,4519.712212347477,4510.133613116714,137.6118940144452,4319.712212347477,4719.712212347477
1.522,4519.712212347477,4510.190086932143,135.58756395349675,4319.712212347477,4719.712212347477
1.524,4519.712212347477,4510.246477464762,133.7119191642836,4319.712212347477,4719.712212347477
1.526,4519.712212347477,4510.302784760561,132.1059110623228,4319.712212347477,4719.712212347477
1.528,4519.712212347477,4510.359008865523,130.81779653125588,4319.712212347477,4719.712212347477
1.53,4519.712212347477,4510.415149825634,129.84476811186593,4319.712212347477,4719.712212347477
1.532,4519.712212347477,4510.471207686882,129.1729822990411,4319.712212347477,4719.712212347477
1.534,4519.712212347477,4510.5271824952515,128.80032711632884,4319.712212347477,4719.712212347477
1.536,4519.712212347477,4510.583074296728,128.74017491971088,4319.712212347477,4719.712212347477
1.538,4519.712212347477,4510.638883137299,129.0075934538444,4319.712212347477,4719.712212347477
1.54,4519.712212347477,4510.694609062948,129.59578455603852,4319.712212347477,4719.712212347477
1.542,4519.712212347477,4510.750252119664,130.46217335009348,4319.712212347477,4719.712212347477
1.544,4519.712212347477,4510.80581235343,131.53326532706893,4319.712212347477,4719.712212347477
1.546,4519.712212347477,4510.861289810235,132.72566252743366,4319.712212347477,4719.712212347477
1.548,4519.712212347477,4510.916684536062,133.97429624786304,4319.712212347477,4719.712212347477
1.55,4519.712212347477,4510.971996576899,135.2482780116692,4319.712212347477,4719.712212347477
1.552,4519.712212347477,4511.027225978731,136.55089861841853,4319.712212347477,4719.712212347477
1.554,4519.712212347477,4511.082372787544,137.9117491312543,4319.712212347477,4719.712212347477
1.556,4519.712212347477,4511.137437049324,139.36651028063605,4319.712212347477,4719.712212347477
1.558,4519.712212347477,4511.1924188100575,140.93521688064482,4319.712212347477,4719.712212347477
1.56,4519.712212347477,4511.24731811573,142.61362479356634,4319.712212347477,4719.712212347477
1.562,4519.712212347477,4511.302135012327,144.3592461550623,4319.712212347477,4719.712212347477
1.564,4519.712212347477,4511.356869545835,146.08846329934872,4319.712212347477,4719.712212347477
1.566,4519.712212347477,4511.411521762241,147.69727513005503,4319.712212347477,4719.712212347477
1.568,4519.712212347477,4511.466091707529,149.07195216970842,4319.712212347477,4719.712212347477
1.57,4519.712212347477,4511.520579427686,150.11202360695802,4319.712212347477,4719.712212347477
1.572,4519.712212347477,4511.574984968697,150.76090486065982,4319.712212347477,4719.712212347477
1.574,4519.712212347477,4511.6293083765495,151.02223119437016,4319.712212347477,4719.712212347477
1.576,4519.712212347477,4511.683549697229,150.97753066211348,4319.712212347477,4719.712212347477
1.578,4519.712212347477,4511.737708976721,150.7851363060507,4319.712212347477,4719.712212347477
1.58,4519.712212347477,4511.791786261011,150.6614276471786,4319.712212347477,4719.712212347477
1.582,4519.712212347477,4511.8457815960855,150.84940761071118,4319.712212347477,4719.712212347477
1.584,4519.712212347477,4511.899695027931,151.55086736072,4319.712212347477,4719.712212347477
1.586,4519.712212347477,4511.953526602532,152.88162008595512,4319.712212347477,4719.712212347477
1.588,4519.712212347477,4512.007276365876,154.84295968785705,4319.712212347477,4719.712212347477
1.59,4519.712212347477,4512.060944363949,157.2933496279283,4319.712212347477,4719.712212347477
1.592,4519.712212347477,4512.114530642735,159.99395012094587,4319.712212347477,4719.712212347477
1.594,4519.712212347477,4512.168035248222,162.65680722683408,4319.712212347477,4719.712212347477
1.596,4519.712212347477,4512.221458226395,164.99692102754375,4319.712212347477,4719.712212347477
1.598,4519.712212347477,4512.27479962324,166.79023377660283,4319.712212347477,4719.712212347477
1.6,4519.712212347477,4512.328059484743,167.8923087217937,4319.712212347477,4719.712212347477
1.602,4519.712212347477,4512.38123785689,168.2613930620596,4319.712212347477,4719.712212347477
1.604,4519.712212347477,4512.4343347856675,167.93938323200186,4319.712212347477,4719.712212347477
1.606,4519.712212347477,4512.48735031706,167.02223265561966,4319.712212347477,4719.712212347477
1.608,4519.712212347477,4512.540284497056,165.65817750307136,4319.712212347477,4719.712212347477
1.61,4519.712212347477,4512.5931373716385,164.00835276705422,4319.712212347477,4719.712212347477
1.612,4519.712212347477,4512.645908986795,162.23099663945302,4319.712212347477,4719.712212347477
1.614,4519.712212347477,4512.698599388512,160.49315245692935,4319.712212347477,4719.712212347477
1.616,4519.712212347477,4512.751208622773,158.95392177924995,4319.712212347477,4719.712212347477
1.618,4519.712212347477,4512.803736735567,157.76323514810156,4319.712212347477,4719.712212347477
1.62,4519.712212347477,4512.8561837728785,157.05010383930096,4319.712212347477,4719.712212347477
1.622,4519.712212347477,4512.908549780694,156.89870782962345,4319.712212347477,4719.712212347477
1.624,4519.712212347477,4512.960834804998,157.34119706462553,4319.712212347477,4719.712212347477
1.6260000000000001,4519.712212347477,4513.013038891778,158.3303043132583,4319.712212347477,4719.712212347477
1.6280000000000001,4519.712212347477,4513.065162087019,159.75479262691374,4319.712212347477,4719.712212347477
1.6300000000000001,4519.712212347477,4513.117204436709,161.46638661093544,4319.712212347477,4719.712212347477
1.6320000000000001,4519.712212347477,4513.16916598683,163.28066937549656,4319.712212347477,4719.712212347477
1.6340000000000001,4519.712212347477,4513.221046783371,165.02723716487864,4319.712212347477,4719.712212347477
1.6360000000000001,4519.712212347477,4513.272846872318,166.57872482687247,4319.712212347477,4719.712212347477
1.6380000000000001,4519.712212347477,4513.324566299656,168.16605905541698,4319.712212347477,4719.712212347477
1.6400000000000001,4519.712212347477,4513.37620511137,169.15342906919844,4319.712212347477,4719.712212347477
1.6420000000000001,4519.712212347477,4513.427763353448,169.84126174354756,4319.712212347477,4719.712212347477
1.6440000000000001,4519.712212347477,4513.479241071876,170.2885553839743,4319.712212347477,4719.712212347477
1.6460000000000001,4519.712212347477,4513.530638312637,170.5679471737618,4319.712212347477,4719.712212347477
1.6480000000000001,4519.712212347477,4513.58195512172,170.72724839770993,4319.712212347477,4719.712212347477
1.6500000000000001,4519.712212347477,4513.633191545109,170.80642428684433,4319.712212347477,4719.712212347477
1.6520000000000001,4519.712212347477,4513.684347628792,170.81776633684527,4319.712212347477,4719.712212347477
1.6540000000000001,4519.712212347477,4513.735423418753,170.7433999270522,4319.712212347477,4719.712212347477
1.6560000000000001,4519.712212347477,4513.786418960979,170.58678046094388,4319.712212347477,4719.712212347477
1.6580000000000001,4519.712212347477,4513.837334301456,170.335148808842,4319.712212347477,4719.712212347477
1.6600000000000001,4519.712212347477,4513.888169486169,170.07638766176953,4319.712212347477,4719.712212347477
1.6620000000000001,4519.712212347477,4513.9389245611055,169.85811972302665,4319.712212347477,4719.712212347477
1.6640000000000001,4519.712212347477,4513.98959957225,169.76321092188044,4319.712212347477,4719.712212347477
1.666,4519.712212347477,4514.040194565589,169.8855528625815,4319.712212347477,4719.712212347477
1.668,4519.712212347477,4514.090709587109,170.2946008782503,4319.712212347477,4719.712212347477
1.67,4519.712212347477,4514.141144682795,171.03506837430376,4319.712212347477,4719.712212347477
1.672,4519.712212347477,4514.191499898633,172.12327518377214,4319.712212347477,4719.712212347477
1.674,4519.712212347477,4514.2417752806095,173.5185413718617,4319.712212347477,4719.712212347477
1.676,4519.712212347477,4514.29197087471,175.1576337604292,4319.712212347477,4719.712212347477
1.678,4519.712212347477,4514.3420867269215,176.9637703866389,4319.712212347477,4719.712212347477
1.68,4519.712212347477,4514.392122883229,178.83594876109973,4319.712212347477,4719.712212347477
1.682,4519.712212347477,4514.442079389619,180.68010215340516,4319.712212347477,4719.712212347477
1.684,4519.712212347477,4514.491956292076,182.40292534695908,4319.712212347477,4719.712212347477
