time_s,run_1_4-tenso raketa-filtered-regression.txt_thrust_N,run_2_4-tenso raketa-filtered-regression_05_hf1.txt_thrust_N,run_3_4-tenso raketa-filtered-regression_05_hf4.txt_thrust_N,run_4_4-tenso raketa-filtered-regression_05_hf5.txt_thrust_N,run_5_THRUST-testdata.txt_thrust_N
4.746,2797.5867093766715,,,,2834.3707264561235
4.748,2796.6996012308823,,,,2833.801893542446
4.75,2795.5793211167056,,,,2833.396288092437
4.752,2794.375149602401,,,,2833.148540552545
4.7540000000000004,2793.252006985191,,,,2833.0442986032904
4.756,2792.365654507021,,,,2833.063602253455
4.758,2791.8251631810376,,,,2833.183031155862
4.76,2791.7041719796416,,,,2833.3766851450314
4.7620000000000005,2792.043515372901,,,,2833.6178926355547
4.764,2792.8632306362015,,,,2833.8835595777296
4.766,2794.2065852685278,,,,2834.160805741268
4.768,2796.1234128483065,,,,2834.4520513047146
4.7700000000000005,2798.63585917811,,,,2834.7730729213545
4.772,2801.7418660851436,,,,2835.141247482032
4.774,2805.380384180719,,,,2835.5573496944294
4.776,2809.445429394024,,,,2835.990148226985
4.7780000000000005,2813.8592503113255,,,,2836.3744665904655
4.78,2818.602878402091,,,,2836.6280354653363
4.782,2823.724343993934,,,,2836.6823030835117
4.784,2829.3152090110725,,,,2836.5134169628373
4.7860000000000005,2835.4131018816197,,,,2836.1577926084396
4.788,2841.9040687899155,,,,2835.7035176546624
4.79,2848.503542616807,,,,2835.2604808858205
4.792,2854.754060243736,,,,2834.9219473662924
4.7940000000000005,2860.1349082896313,,,,2834.733196822085
4.796,2864.121277407642,,,,2834.67842586116
4.798,2866.276248119535,,,,2834.688938443269
4.8,2866.348535930113,,,,2834.6677648533405
4.8020000000000005,2864.171356704414,,,,2834.520939020153
4.804,2859.734660007764,,,,2834.1850564773663
4.806,2853.235375468912,,,,2833.6440460405634
4.808,2844.978328215532,,,,2832.932922769387
4.8100000000000005,2835.473608175813,,,,2832.1299500418104
4.812,2825.4069448502573,,,,2831.3402194058294
4.814,2815.528984950236,,,,2830.6740769577937
4.816,2806.596940560008,,,,2830.224395752071
4.8180000000000005,2799.2006757356385,,,,2830.0477298078818
4.82,2793.7500775376775,,,,2830.154608612297
4.822,2790.3923883937728,,,,2830.512193130732
4.824,2788.9761675419886,,,,2831.0583607526114
4.8260000000000005,2789.206305602435,,,,2831.721520943703
4.828,2790.61827468228,,,,2832.437425357589
4.83,2792.639972929963,,,,2833.1554286014384
4.832,2794.693168122123,,,,2833.83244225061
4.8340000000000005,2796.219227566903,,,,2834.4199673067023
4.836,2796.8024219056206,,,,2834.8535227842526
4.838,2796.2115305505095,,,,2835.052430633998
4.84,2794.501566349761,,,,2834.9326609810555
4.8420000000000005,2792.062484571292,,,,2834.429066425504
4.844,2789.538359525046,,,,2833.5183890751186
4.846,2787.7781890273877,,,,2832.233047805971
4.848,2787.622321846136,,,,2830.659023723168
4.8500000000000005,2789.7975793014753,,,,2828.9180503483276
4.852,2794.7146287320165,,,,2827.141266711579
4.854,2802.282524192733,,,,2825.4445584654122
4.856,2812.032879925286,,,,2823.9135451947063
4.8580000000000005,2823.078697246359,,,,2822.6003972190706
4.86,2834.298263646057,,,,2821.5286971967626
4.862,2844.559969386651,,,,2820.6996093409216
4.864,2852.851274422659,,,,2820.0943940958505
4.866,2858.482975423512,,,,2819.6733904576213
4.868,2860.991650660014,,,,2819.375962640062
4.87,2860.2099982302293,,,,2819.1263785286988
4.872,2856.3057366189646,,,,2818.847243021674
4.874,2849.5810125685666,,,,2818.477454729313
4.876,2840.482002774243,,,,2817.9884225753485
4.878,2830.0695499239105,,,,2817.3920147108615
4.88,2818.8661086624606,,,,2816.7366989783854
4.882,2807.711654012022,,,,2816.093684304578
4.884,2797.464857095976,,,,2815.539861421172
4.886,2788.784494001866,,,,2815.145303287188
4.888,2781.4874171075685,,,,2814.968804341911
4.89,2775.979940471226,,,,2815.058388179597
4.892,2772.093030738118,,,,2815.4496031379463
4.894,2769.705873783964,,,,2816.155692963436
4.896,2768.6736749419156,,,,2817.149910100843
4.898,2768.8540066352602,,,,2818.347928327026
4.9,2770.0001190402654,,,,2819.6028698264113
4.902,2771.784791096124,,,,2820.7229206071142
4.904,2773.844028687208,,,,2821.511331106352
4.906,2775.814804258621,,,,2821.815951747842
4.908,2777.4291363813536,,,,2821.568645539645
4.91,2778.5304463315656,,,,2820.7988269986345
4.912,2779.0933580607416,,,,2819.6174213103845
4.914,2779.1824097288263,,,,2818.1802485498692
4.916,2778.897321568761,,,,2816.6468185707295
4.918,2778.374593245569,,,,2815.1498788430563
4.92,2777.7678563211703,,,,2813.7843094095842
4.922,2777.249614975067,,,,2812.6141057063646
4.924,2776.9992848233865,,,,2811.6873409239925
4.926,2777.16025335126,,,,2811.045584025572
4.928,2777.8145688430627,,,,2810.7186252850074
4.93,2778.9257367069627,,,,2810.7056443678525
4.932,2780.353262441799,,,,2810.95429837259
4.934,2781.904451214851,,,,2811.353079279997
4.936,2783.3881297378225,,,,2811.746905948767
4.938,2784.6891716090754,,,,2811.974301854497
4.94,2785.7901559865163,,,,2811.9132732376515
4.942,2786.777370455938,,,,2811.518114316714
4.944,2787.7991829466305,,,,2810.8330571869565
4.946,2789.0302015471416,,,,2809.9786348842667
4.948,2790.6332916974234,,,,2809.1174982724406
4.95,2792.7338290584566,,,,2808.412923771969
4.952,2795.4270542685103,,,,2807.992865642134
4.954,2798.725327679324,,,,2807.92690003774
4.956,2802.5327384913503,,,,2808.217491876205
4.958,2806.622005868225,,,,2808.8040400265327
4.96,2810.5934830129336,,,,2809.577458187485
4.962,2813.9392365659623,,,,2810.4024862866468
4.964,2816.097301804433,,,,2811.143922587561
4.966,2816.6241591102594,,,,2811.6921991177805
4.968,2815.312267952589,,,,2811.983608285027
4.97,2812.171686601815,,,,2812.0107267470175
4.972,2807.5160581977625,,,,2811.819229630085
4.974,2801.837862380011,,,,2811.489741545731
4.976,2795.6902356830033,,,,2811.1085939570526
4.978,2789.6489301911406,,,,2810.737369562162
4.98,2784.2130217778395,,,,2810.393795948355
4.982,2779.8092906374645,,,,2810.0530275987753
4.984,2776.723383312922,,,,2809.6692908780005
4.986,2775.0758566156214,,,,2809.207485800654
4.988,2774.861912310677,,,,2808.668464077019
4.99,2775.876257444361,,,,2808.0944762136724
4.992,2777.7888193424774,,,,2807.5519492754615
4.994,2780.234924397527,,,,2807.1011448650775
4.996,2782.850283250067,,,,2806.768805305458
4.998,2785.3628396564905,,,,2806.537229140886
5.0,2787.6061504739982,,,,2806.353760397625
5.002,2789.5182631563516,,,,2806.154244471199
5.0040000000000004,2791.1070953062676,,,,2805.888023163321
5.006,2792.4026503845485,,,,2805.532646038518
5.008,2793.4538887591734,,,,2805.0923569865813
5.01,2794.318361140701,,,,2804.582748616216
5.0120000000000005,2795.0640419196993,,,,2804.010976323238
5.014,2795.779056279688,,,,2803.362719412272
5.016,2796.5486521132857,,,,2802.602844783554
5.018,2797.430232575576,,,,2801.6894442687244
5.0200000000000005,2798.4196797940826,,,,2800.5944463113665
5.022,2799.442310190423,,,,2799.321241770605
5.024,2800.3658585445423,,,,2797.9118696299943
5.026,2801.0343486893603,,,,2796.441667227138
5.0280000000000005,2801.312750603721,,,,2795.004543659584
5.03,2801.093867725195,,,,2793.6946411327517
5.032,2800.3303259992504,,,,2792.5897062397535
5.034,2799.0262640224264,,,,2791.739580435473
5.0360000000000005,2797.215154448569,,,,2791.1616121429665
5.038,2794.994765270905,,,,2790.843481852918
5.04,2792.525423748364,,,,2790.752107446704
5.042,2790.0401782999793,,,,2790.845525674212
5.0440000000000005,2787.857782284391,,,,2791.0840912566728
