0.005,0.536
0.005,0.537
0.005,0.537
0.005,0.538
0.005,0.538
0.005,0.539
0.005,0.539
0.005,0.54
0.005,0.54
0.005,0.54
0.005,0.541
0.005,0.54
0.005,0.539
0.005,0.537
0.005,0.536
0.006,0.535
0.006,0.535
0.006,0.535
0.006,0.535
0.006,0.534
0.006,0.534
0.006,0.534
0.006,0.534
0.006,0.533
0.006,0.533
0.006,0.533
0.006,0.534
0.006,0.535
0.005,0.536
0.005,0.538
0.005,0.539
0.005,0.538
0.005,0.538
0.005,0.538
0.005,0.537
0.005,0.537
0.005,0.538
0.005,0.538
0.005,0.539
0.005,0.539
0.005,0.54
0.005,0.539
0.005,0.538
0.005,0.538
0.005,0.537
0.006,0.536
0.006,0.535
0.006,0.535
0.006,0.534
0.006,0.533
0.006,0.532
0.006,0.532
0.006,0.533
0.006,0.533
0.006,0.533
0.006,0.533
0.006,0.532
0.006,0.531
0.006,0.53
0.006,0.529
0.006,0.528
0.006,0.527
0.006,0.527
0.006,0.526
0.006,0.526
0.006,0.526
0.006,0.526
0.006,0.527
0.006,0.528
0.006,0.529
0.006,0.53
0.006,0.529
0.006,0.528
0.006,0.527
0.006,0.526
0.006,0.525
0.006,0.526
0.006,0.527
0.006,0.529
0.006,0.53
0.006,0.531
0.006,0.531
0.006,0.53
0.006,0.53
0.006,0.53
0.006,0.529
0.006,0.53
0.006,0.53
0.006,0.531
0.006,0.531
0.006,0.532
0.006,0.534
0.005,0.536
0.005,0.538
0.005,0.541
0.005,0.543
0.005,0.543
0.005,0.544
0.005,0.544
0.005,0.544
0.005,0.543
0.005,0.541
0.005,0.537
0.006,0.532
0.006,0.525
0.007,0.517
0.007,0.508
0.008,0.498
0.009,0.489
0.01,0.48
0.011,0.472
0.012,0.464
0.013,0.458
0.015,0.452
0.016,0.447
0.017,0.442
0.018,0.437
0.019,0.433
0.02,0.429
0.022,0.425
0.023,0.422
0.024,0.419
0.025,0.415
0.026,0.413
0.027,0.41
0.029,0.406
0.032,0.401
0.036,0.394
0.041,0.39
0.047,0.39
0.049,0.389
0.053,0.389
0.058,0.388
0.064,0.388
0.069,0.387
0.075,0.387
